Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
Dow Jones,Principal Product Manager - Subscriber Activation & Retention,"New York, NY",dow-jones-principal-product-manager-subscriber-activation-retention,curated-role,https://www.dow-jones.com/careers,live,,https://welc.ing/r/pkt-1bqrtdl,https://welc.ing/packets/pkt-1bqrtdl/resume-light.pdf,https://welc.ing/packets/pkt-1bqrtdl/resume.pdf,https://welc.ing/packets/pkt-1bqrtdl/cover-letter.txt,https://welc.ing/packets/pkt-1bqrtdl/cover-letter.pdf,https://welc.ing/packets/pkt-1bqrtdl/pitch.html,
Duolingo,"Senior Product Manager, Notifications","New York, NY",duolingo-senior-product-manager-notifications,curated-role,https://jobs.smartrecruiters.com/duolingo,live,,https://welc.ing/r/pkt-1267k60,https://welc.ing/packets/pkt-1267k60/resume-light.pdf,https://welc.ing/packets/pkt-1267k60/resume.pdf,https://welc.ing/packets/pkt-1267k60/cover-letter.txt,https://welc.ing/packets/pkt-1267k60/cover-letter.pdf,https://welc.ing/packets/pkt-1267k60/pitch.html,
ECI,Senior Product Manager,"New York, NY",eci-senior-product-manager,curated-role,https://www.eci.com/careers,live,,https://welc.ing/r/pkt-f1zfbl,https://welc.ing/packets/pkt-f1zfbl/resume-light.pdf,https://welc.ing/packets/pkt-f1zfbl/resume.pdf,https://welc.ing/packets/pkt-f1zfbl/cover-letter.txt,https://welc.ing/packets/pkt-f1zfbl/cover-letter.pdf,https://welc.ing/packets/pkt-f1zfbl/pitch.html,
EDO,"Principal Product Manager, Data Products","New York, NY",edo-principal-product-manager-data-products,curated-role,https://boards.greenhouse.io/edo,live,,https://welc.ing/r/pkt-1h2sy8a,https://welc.ing/packets/pkt-1h2sy8a/resume-light.pdf,https://welc.ing/packets/pkt-1h2sy8a/resume.pdf,https://welc.ing/packets/pkt-1h2sy8a/cover-letter.txt,https://welc.ing/packets/pkt-1h2sy8a/cover-letter.pdf,https://welc.ing/packets/pkt-1h2sy8a/pitch.html,
EliseAI,Product Solutions Lead,"New York, NY",eliseai-product-solutions-lead,curated-role,https://www.eliseai.com/careers,live,,https://welc.ing/r/pkt-mpftap,https://welc.ing/packets/pkt-mpftap/resume-light.pdf,https://welc.ing/packets/pkt-mpftap/resume.pdf,https://welc.ing/packets/pkt-mpftap/cover-letter.txt,https://welc.ing/packets/pkt-mpftap/cover-letter.pdf,https://welc.ing/packets/pkt-mpftap/pitch.html,
Ernesta Inc.,Senior Product Manager,New York City Metropolitan Area,ernesta-inc-senior-product-manager,curated-role,,,,https://welc.ing/r/pkt-1bsai3j,https://welc.ing/packets/pkt-1bsai3j/resume-light.pdf,https://welc.ing/packets/pkt-1bsai3j/resume.pdf,https://welc.ing/packets/pkt-1bsai3j/cover-letter.txt,https://welc.ing/packets/pkt-1bsai3j/cover-letter.pdf,https://welc.ing/packets/pkt-1bsai3j/pitch.html,
Executive Talent Solutions,Senior Fintech Product Manager/Strategist,New York City Metropolitan Area,executive-talent-solutions-senior-fintech-product-manager-strategist,curated-role,,,,https://welc.ing/r/pkt-1te1llt,https://welc.ing/packets/pkt-1te1llt/resume-light.pdf,https://welc.ing/packets/pkt-1te1llt/resume.pdf,https://welc.ing/packets/pkt-1te1llt/cover-letter.txt,https://welc.ing/packets/pkt-1te1llt/cover-letter.pdf,https://welc.ing/packets/pkt-1te1llt/pitch.html,
Experian,"Senior Product Manager, AdTech Identity Graph - Remote",United States,experian-senior-product-manager-adtech-identity-graph-remote,curated-role,https://jobs.smartrecruiters.com/experian,live,,https://welc.ing/r/pkt-23cgvt,https://welc.ing/packets/pkt-23cgvt/resume-light.pdf,https://welc.ing/packets/pkt-23cgvt/resume.pdf,https://welc.ing/packets/pkt-23cgvt/cover-letter.txt,https://welc.ing/packets/pkt-23cgvt/cover-letter.pdf,https://welc.ing/packets/pkt-23cgvt/pitch.html,
FactSet,"Principal Product Manager, AI Data Solutions","Norwalk, CT",factset-principal-product-manager-ai-data-solutions,curated-role,https://www.factset.com/careers,live,,https://welc.ing/r/pkt-1o2a98x,https://welc.ing/packets/pkt-1o2a98x/resume-light.pdf,https://welc.ing/packets/pkt-1o2a98x/resume.pdf,https://welc.ing/packets/pkt-1o2a98x/cover-letter.txt,https://welc.ing/packets/pkt-1o2a98x/cover-letter.pdf,https://welc.ing/packets/pkt-1o2a98x/pitch.html,
Figma,"Director, Product - Enterprise","New York, NY",figma-director-product-enterprise,curated-role,https://boards.greenhouse.io/figma,live,,https://welc.ing/r/pkt-uz4tfy,https://welc.ing/packets/pkt-uz4tfy/resume-light.pdf,https://welc.ing/packets/pkt-uz4tfy/resume.pdf,https://welc.ing/packets/pkt-uz4tfy/cover-letter.txt,https://welc.ing/packets/pkt-uz4tfy/cover-letter.pdf,https://welc.ing/packets/pkt-uz4tfy/pitch.html,
Finch,Senior Product Manager - Retirement,"New York, NY",finch-senior-product-manager-retirement,curated-role,https://jobs.lever.co/finch,live,,https://welc.ing/r/pkt-jictym,https://welc.ing/packets/pkt-jictym/resume-light.pdf,https://welc.ing/packets/pkt-jictym/resume.pdf,https://welc.ing/packets/pkt-jictym/cover-letter.txt,https://welc.ing/packets/pkt-jictym/cover-letter.pdf,https://welc.ing/packets/pkt-jictym/pitch.html,
Fireblocks,"Senior Product Manager, Fireblocks Trust Company",New York City Metropolitan Area,fireblocks-senior-product-manager-fireblocks-trust-company,curated-role,https://boards.greenhouse.io/fireblocks,live,,https://welc.ing/r/pkt-1leoxsc,https://welc.ing/packets/pkt-1leoxsc/resume-light.pdf,https://welc.ing/packets/pkt-1leoxsc/resume.pdf,https://welc.ing/packets/pkt-1leoxsc/cover-letter.txt,https://welc.ing/packets/pkt-1leoxsc/cover-letter.pdf,https://welc.ing/packets/pkt-1leoxsc/pitch.html,
Fortune,"Principal Product Manager, Platform","New York, NY",fortune-principal-product-manager-platform,curated-role,https://www.fortune.com/careers,live,,https://welc.ing/r/pkt-1vi4and,https://welc.ing/packets/pkt-1vi4and/resume-light.pdf,https://welc.ing/packets/pkt-1vi4and/resume.pdf,https://welc.ing/packets/pkt-1vi4and/cover-letter.txt,https://welc.ing/packets/pkt-1vi4and/cover-letter.pdf,https://welc.ing/packets/pkt-1vi4and/pitch.html,
Gen,Senior Product Manager - Engine by Gen,"New York, NY",gen-senior-product-manager-engine-by-gen,curated-role,,,,https://welc.ing/r/pkt-opgwq8,https://welc.ing/packets/pkt-opgwq8/resume-light.pdf,https://welc.ing/packets/pkt-opgwq8/resume.pdf,https://welc.ing/packets/pkt-opgwq8/cover-letter.txt,https://welc.ing/packets/pkt-opgwq8/cover-letter.pdf,https://welc.ing/packets/pkt-opgwq8/pitch.html,
Goldman Sachs,"Asset & Wealth Management, Product Management, Vice President - New York","New York, NY",goldman-sachs-asset-wealth-management-product-management-vice-president-new-york,curated-role,,,,https://welc.ing/r/pkt-1ogihip,https://welc.ing/packets/pkt-1ogihip/resume-light.pdf,https://welc.ing/packets/pkt-1ogihip/resume.pdf,https://welc.ing/packets/pkt-1ogihip/cover-letter.txt,https://welc.ing/packets/pkt-1ogihip/cover-letter.pdf,https://welc.ing/packets/pkt-1ogihip/pitch.html,
Google,"Group Product Manager, Generative Media, Google Labs","New York, NY",google-group-product-manager-generative-media-google-labs,curated-role,https://careers.google.com,live,,https://welc.ing/r/pkt-quajot,https://welc.ing/packets/pkt-quajot/resume-light.pdf,https://welc.ing/packets/pkt-quajot/resume.pdf,https://welc.ing/packets/pkt-quajot/cover-letter.txt,https://welc.ing/packets/pkt-quajot/cover-letter.pdf,https://welc.ing/packets/pkt-quajot/pitch.html,
Google,"Group Product Manager, Google Images, Search and Feed","New York, NY",google-group-product-manager-google-images-search-and-feed,curated-role,https://careers.google.com,live,,https://welc.ing/r/pkt-15hij99,https://welc.ing/packets/pkt-15hij99/resume-light.pdf,https://welc.ing/packets/pkt-15hij99/resume.pdf,https://welc.ing/packets/pkt-15hij99/cover-letter.txt,https://welc.ing/packets/pkt-15hij99/cover-letter.pdf,https://welc.ing/packets/pkt-15hij99/pitch.html,
Google,"Group Product Manager, Maps Agentic Capabilities and Experiences","New York, NY",google-group-product-manager-maps-agentic-capabilities-and-experiences,curated-role,https://careers.google.com,live,,https://welc.ing/r/pkt-sffprn,https://welc.ing/packets/pkt-sffprn/resume-light.pdf,https://welc.ing/packets/pkt-sffprn/resume.pdf,https://welc.ing/packets/pkt-sffprn/cover-letter.txt,https://welc.ing/packets/pkt-sffprn/cover-letter.pdf,https://welc.ing/packets/pkt-sffprn/pitch.html,
Gusto,"Principal Product Manager, Reporting","New York, NY",gusto-principal-product-manager-reporting,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-1ln43s1,https://welc.ing/packets/pkt-1ln43s1/resume-light.pdf,https://welc.ing/packets/pkt-1ln43s1/resume.pdf,https://welc.ing/packets/pkt-1ln43s1/cover-letter.txt,https://welc.ing/packets/pkt-1ln43s1/cover-letter.pdf,https://welc.ing/packets/pkt-1ln43s1/pitch.html,
hackajob,"Director, AI / Machine Learning Data Engineer","New York, NY",hackajob-director-ai-machine-learning-data-engineer,curated-role,https://www.hackajob.com/jobs,live,,https://welc.ing/r/pkt-wjyhte,https://welc.ing/packets/pkt-wjyhte/resume-light.pdf,https://welc.ing/packets/pkt-wjyhte/resume.pdf,https://welc.ing/packets/pkt-wjyhte/cover-letter.txt,https://welc.ing/packets/pkt-wjyhte/cover-letter.pdf,https://welc.ing/packets/pkt-wjyhte/pitch.html,
hackajob,"Director, Technical Product Manager","New York, NY",hackajob-director-technical-product-manager,curated-role,https://www.hackajob.com/jobs,live,,https://welc.ing/r/pkt-q9abtd,https://welc.ing/packets/pkt-q9abtd/resume-light.pdf,https://welc.ing/packets/pkt-q9abtd/resume.pdf,https://welc.ing/packets/pkt-q9abtd/cover-letter.txt,https://welc.ing/packets/pkt-q9abtd/cover-letter.pdf,https://welc.ing/packets/pkt-q9abtd/pitch.html,
HelloFresh,Principal Product Manager - Paid Social,"New York, NY",hellofresh-principal-product-manager-paid-social,curated-role,https://boards.greenhouse.io/hellofresh,live,,https://welc.ing/r/pkt-1pq9r5f,https://welc.ing/packets/pkt-1pq9r5f/resume-light.pdf,https://welc.ing/packets/pkt-1pq9r5f/resume.pdf,https://welc.ing/packets/pkt-1pq9r5f/cover-letter.txt,https://welc.ing/packets/pkt-1pq9r5f/cover-letter.pdf,https://welc.ing/packets/pkt-1pq9r5f/pitch.html,
HelloFresh,"Staff Product Manager, Audience + Signal Optimization Platform","New York, NY",hellofresh-staff-product-manager-audience-signal-optimization-platform,curated-role,https://boards.greenhouse.io/hellofresh,live,,https://welc.ing/r/pkt-1rwe5oq,https://welc.ing/packets/pkt-1rwe5oq/resume-light.pdf,https://welc.ing/packets/pkt-1rwe5oq/resume.pdf,https://welc.ing/packets/pkt-1rwe5oq/cover-letter.txt,https://welc.ing/packets/pkt-1rwe5oq/cover-letter.pdf,https://welc.ing/packets/pkt-1rwe5oq/pitch.html,
Hinge,"Lead Product Manager, Platform","New York, NY",hinge-lead-product-manager-platform,curated-role,https://www.hinge.com/careers,live,,https://welc.ing/r/pkt-1q3x9ip,https://welc.ing/packets/pkt-1q3x9ip/resume-light.pdf,https://welc.ing/packets/pkt-1q3x9ip/resume.pdf,https://welc.ing/packets/pkt-1q3x9ip/cover-letter.txt,https://welc.ing/packets/pkt-1q3x9ip/cover-letter.pdf,https://welc.ing/packets/pkt-1q3x9ip/pitch.html,
Hopper,"Principal Product Manager, HTS API Marketplace","Dallas, TX",hopper-principal-product-manager-hts-api-marketplace,curated-role,https://jobs.smartrecruiters.com/hopper,live,,https://welc.ing/r/pkt-1cj84ut,https://welc.ing/packets/pkt-1cj84ut/resume-light.pdf,https://welc.ing/packets/pkt-1cj84ut/resume.pdf,https://welc.ing/packets/pkt-1cj84ut/cover-letter.txt,https://welc.ing/packets/pkt-1cj84ut/cover-letter.pdf,https://welc.ing/packets/pkt-1cj84ut/pitch.html,
HUMAN,Senior Product Manager,"New York, NY",human-senior-product-manager,curated-role,https://jobs.ashbyhq.com/human,unknown,,https://welc.ing/r/pkt-1jliw33,https://welc.ing/packets/pkt-1jliw33/resume-light.pdf,https://welc.ing/packets/pkt-1jliw33/resume.pdf,https://welc.ing/packets/pkt-1jliw33/cover-letter.txt,https://welc.ing/packets/pkt-1jliw33/cover-letter.pdf,https://welc.ing/packets/pkt-1jliw33/pitch.html,
HUMAN,"Senior Product Manager, Client Side Defense","New York, NY",human-senior-product-manager-client-side-defense,curated-role,https://jobs.ashbyhq.com/human,unknown,,https://welc.ing/r/pkt-2oq3vi,https://welc.ing/packets/pkt-2oq3vi/resume-light.pdf,https://welc.ing/packets/pkt-2oq3vi/resume.pdf,https://welc.ing/packets/pkt-2oq3vi/cover-letter.txt,https://welc.ing/packets/pkt-2oq3vi/cover-letter.pdf,https://welc.ing/packets/pkt-2oq3vi/pitch.html,
Incedo Inc.,Senior Product Owner - Wealth Management,"New York, NY",incedo-inc-senior-product-owner-wealth-management,curated-role,,,,https://welc.ing/r/pkt-1bwbeit,https://welc.ing/packets/pkt-1bwbeit/resume-light.pdf,https://welc.ing/packets/pkt-1bwbeit/resume.pdf,https://welc.ing/packets/pkt-1bwbeit/cover-letter.txt,https://welc.ing/packets/pkt-1bwbeit/cover-letter.pdf,https://welc.ing/packets/pkt-1bwbeit/pitch.html,
Innovid,"Senior Product Manager, Identity",New York City Metropolitan Area,innovid-senior-product-manager-identity,curated-role,https://boards.greenhouse.io/innovid,live,,https://welc.ing/r/pkt-14y7b8m,https://welc.ing/packets/pkt-14y7b8m/resume-light.pdf,https://welc.ing/packets/pkt-14y7b8m/resume.pdf,https://welc.ing/packets/pkt-14y7b8m/cover-letter.txt,https://welc.ing/packets/pkt-14y7b8m/cover-letter.pdf,https://welc.ing/packets/pkt-14y7b8m/pitch.html,
Intuit,"Staff Product Manager, Partner Platform","New York, NY",intuit-staff-product-manager-partner-platform,curated-role,https://careers.intuit.com,live,,https://welc.ing/r/pkt-1rjftk2,https://welc.ing/packets/pkt-1rjftk2/resume-light.pdf,https://welc.ing/packets/pkt-1rjftk2/resume.pdf,https://welc.ing/packets/pkt-1rjftk2/cover-letter.txt,https://welc.ing/packets/pkt-1rjftk2/cover-letter.pdf,https://welc.ing/packets/pkt-1rjftk2/pitch.html,
Jobot,Senior Product Manager - AI Solutions,"Norcross, GA",jobot-senior-product-manager-ai-solutions,curated-role,,,,https://welc.ing/r/pkt-1y269mw,https://welc.ing/packets/pkt-1y269mw/resume-light.pdf,https://welc.ing/packets/pkt-1y269mw/resume.pdf,https://welc.ing/packets/pkt-1y269mw/cover-letter.txt,https://welc.ing/packets/pkt-1y269mw/cover-letter.pdf,https://welc.ing/packets/pkt-1y269mw/pitch.html,
JPMorganChase,Vice President Product Manager - Digital Products Utilities,"New York, NY",jpmorganchase-vice-president-product-manager-digital-products-utilities,curated-role,https://careers.jpmorganchase.com,live,,https://welc.ing/r/pkt-324n41,https://welc.ing/packets/pkt-324n41/resume-light.pdf,https://welc.ing/packets/pkt-324n41/resume.pdf,https://welc.ing/packets/pkt-324n41/cover-letter.txt,https://welc.ing/packets/pkt-324n41/cover-letter.pdf,https://welc.ing/packets/pkt-324n41/pitch.html,
JPMorganChase,"Vice President, Product Manager - Payments","New York, NY",jpmorganchase-vice-president-product-manager-payments,curated-role,https://careers.jpmorganchase.com,live,,https://welc.ing/r/pkt-mc6okc,https://welc.ing/packets/pkt-mc6okc/resume-light.pdf,https://welc.ing/packets/pkt-mc6okc/resume.pdf,https://welc.ing/packets/pkt-mc6okc/cover-letter.txt,https://welc.ing/packets/pkt-mc6okc/cover-letter.pdf,https://welc.ing/packets/pkt-mc6okc/pitch.html,
Justworks,"Group Product Manager, Advisor Channel","New York, NY",justworks-group-product-manager-advisor-channel,curated-role,https://boards.greenhouse.io/justworks,live,,https://welc.ing/r/pkt-b5n1ks,https://welc.ing/packets/pkt-b5n1ks/resume-light.pdf,https://welc.ing/packets/pkt-b5n1ks/resume.pdf,https://welc.ing/packets/pkt-b5n1ks/cover-letter.txt,https://welc.ing/packets/pkt-b5n1ks/cover-letter.pdf,https://welc.ing/packets/pkt-b5n1ks/pitch.html,
Justworks,"Senior Product Manager, Partnerships","New York, NY",justworks-senior-product-manager-partnerships,curated-role,https://boards.greenhouse.io/justworks,live,,https://welc.ing/r/pkt-1p3ogn2,https://welc.ing/packets/pkt-1p3ogn2/resume-light.pdf,https://welc.ing/packets/pkt-1p3ogn2/resume.pdf,https://welc.ing/packets/pkt-1p3ogn2/cover-letter.txt,https://welc.ing/packets/pkt-1p3ogn2/cover-letter.pdf,https://welc.ing/packets/pkt-1p3ogn2/pitch.html,
Mesh,"Senior Product Manager, Core Infrastructure",United States,mesh-senior-product-manager-core-infrastructure,curated-role,https://boards.greenhouse.io/mesh,live,,https://welc.ing/r/pkt-1ao3nrx,https://welc.ing/packets/pkt-1ao3nrx/resume-light.pdf,https://welc.ing/packets/pkt-1ao3nrx/resume.pdf,https://welc.ing/packets/pkt-1ao3nrx/cover-letter.txt,https://welc.ing/packets/pkt-1ao3nrx/cover-letter.pdf,https://welc.ing/packets/pkt-1ao3nrx/pitch.html,
Microsoft AI,"Principal Product Manager, Content Monetization","New York, NY",microsoft-ai-principal-product-manager-content-monetization,curated-role,,,,https://welc.ing/r/pkt-xfi8ed,https://welc.ing/packets/pkt-xfi8ed/resume-light.pdf,https://welc.ing/packets/pkt-xfi8ed/resume.pdf,https://welc.ing/packets/pkt-xfi8ed/cover-letter.txt,https://welc.ing/packets/pkt-xfi8ed/cover-letter.pdf,https://welc.ing/packets/pkt-xfi8ed/pitch.html,
Modular,"Product Manager, Cloud",United States,modular-product-manager-cloud,curated-role,https://www.modular.com/careers,live,,https://welc.ing/r/pkt-kvmfxj,https://welc.ing/packets/pkt-kvmfxj/resume-light.pdf,https://welc.ing/packets/pkt-kvmfxj/resume.pdf,https://welc.ing/packets/pkt-kvmfxj/cover-letter.txt,https://welc.ing/packets/pkt-kvmfxj/cover-letter.pdf,https://welc.ing/packets/pkt-kvmfxj/pitch.html,
Monark Markets,Product Manager,"New York, NY",monark-markets-product-manager,curated-role,,,,https://welc.ing/r/pkt-1fpwizt,https://welc.ing/packets/pkt-1fpwizt/resume-light.pdf,https://welc.ing/packets/pkt-1fpwizt/resume.pdf,https://welc.ing/packets/pkt-1fpwizt/cover-letter.txt,https://welc.ing/packets/pkt-1fpwizt/cover-letter.pdf,https://welc.ing/packets/pkt-1fpwizt/pitch.html,
MongoDB,"Senior Data Product Manager, Product Telemetry","New York, NY",mongodb-senior-data-product-manager-product-telemetry,curated-role,https://boards.greenhouse.io/mongodb,live,,https://welc.ing/r/pkt-1m8qgx1,https://welc.ing/packets/pkt-1m8qgx1/resume-light.pdf,https://welc.ing/packets/pkt-1m8qgx1/resume.pdf,https://welc.ing/packets/pkt-1m8qgx1/cover-letter.txt,https://welc.ing/packets/pkt-1m8qgx1/cover-letter.pdf,https://welc.ing/packets/pkt-1m8qgx1/pitch.html,
MongoDB,"Senior Product Manager, Replication & Storage Engines","New York, NY",mongodb-senior-product-manager-replication-storage-engines,curated-role,https://boards.greenhouse.io/mongodb,live,,https://welc.ing/r/pkt-z094ej,https://welc.ing/packets/pkt-z094ej/resume-light.pdf,https://welc.ing/packets/pkt-z094ej/resume.pdf,https://welc.ing/packets/pkt-z094ej/cover-letter.txt,https://welc.ing/packets/pkt-z094ej/cover-letter.pdf,https://welc.ing/packets/pkt-z094ej/pitch.html,
Morgan Stanley,"VP, Senior Product Manager-Data Products & Platforms","New York, NY",morgan-stanley-vp-senior-product-manager-data-products-platforms,curated-role,,,,https://welc.ing/r/pkt-jz3w7j,https://welc.ing/packets/pkt-jz3w7j/resume-light.pdf,https://welc.ing/packets/pkt-jz3w7j/resume.pdf,https://welc.ing/packets/pkt-jz3w7j/cover-letter.txt,https://welc.ing/packets/pkt-jz3w7j/cover-letter.pdf,https://welc.ing/packets/pkt-jz3w7j/pitch.html,
Moxxi Digital,Lead AI Product Manager,"New York, NY",moxxi-digital-lead-ai-product-manager,curated-role,https://boards.greenhouse.io/moxxidigital,live,,https://welc.ing/r/pkt-8q2lip,https://welc.ing/packets/pkt-8q2lip/resume-light.pdf,https://welc.ing/packets/pkt-8q2lip/resume.pdf,https://welc.ing/packets/pkt-8q2lip/cover-letter.txt,https://welc.ing/packets/pkt-8q2lip/cover-letter.pdf,https://welc.ing/packets/pkt-8q2lip/pitch.html,
Newrez,Senior Product Manager-Digital Experience,"New York, NY",newrez-senior-product-manager-digital-experience,curated-role,https://www.newrez.com/careers,live,,https://welc.ing/r/pkt-4w4g5x,https://welc.ing/packets/pkt-4w4g5x/resume-light.pdf,https://welc.ing/packets/pkt-4w4g5x/resume.pdf,https://welc.ing/packets/pkt-4w4g5x/cover-letter.txt,https://welc.ing/packets/pkt-4w4g5x/cover-letter.pdf,https://welc.ing/packets/pkt-4w4g5x/pitch.html,
NVIDIA,Technical Product Manager - AI Infra Resilience,"New York, NY",nvidia-technical-product-manager-ai-infra-resilience,curated-role,https://careers.nvidia.com,live,,https://welc.ing/r/pkt-1iom9zq,https://welc.ing/packets/pkt-1iom9zq/resume-light.pdf,https://welc.ing/packets/pkt-1iom9zq/resume.pdf,https://welc.ing/packets/pkt-1iom9zq/cover-letter.txt,https://welc.ing/packets/pkt-1iom9zq/cover-letter.pdf,https://welc.ing/packets/pkt-1iom9zq/pitch.html,
Open Systems Technologies,AI Product Manager,"New York, NY",open-systems-technologies-ai-product-manager,curated-role,,,,https://welc.ing/r/pkt-pwbxdy,https://welc.ing/packets/pkt-pwbxdy/resume-light.pdf,https://welc.ing/packets/pkt-pwbxdy/resume.pdf,https://welc.ing/packets/pkt-pwbxdy/cover-letter.txt,https://welc.ing/packets/pkt-pwbxdy/cover-letter.pdf,https://welc.ing/packets/pkt-pwbxdy/pitch.html,
Open Systems Technologies,"Director, Product Owner","New York, NY",open-systems-technologies-director-product-owner,curated-role,,,,https://welc.ing/r/pkt-17a87eo,https://welc.ing/packets/pkt-17a87eo/resume-light.pdf,https://welc.ing/packets/pkt-17a87eo/resume.pdf,https://welc.ing/packets/pkt-17a87eo/cover-letter.txt,https://welc.ing/packets/pkt-17a87eo/cover-letter.pdf,https://welc.ing/packets/pkt-17a87eo/pitch.html,
Parloa,Deployment Strategist - US,"New York, NY",parloa-deployment-strategist-us,curated-role,https://boards.greenhouse.io/parloa,live,,https://welc.ing/r/pkt-xsm93e,https://welc.ing/packets/pkt-xsm93e/resume-light.pdf,https://welc.ing/packets/pkt-xsm93e/resume.pdf,https://welc.ing/packets/pkt-xsm93e/cover-letter.txt,https://welc.ing/packets/pkt-xsm93e/cover-letter.pdf,https://welc.ing/packets/pkt-xsm93e/pitch.html,
Pax8,Sr. Product Manager - Platform Engineering,United States,pax8-sr-product-manager-platform-engineering,curated-role,https://careers.pax8.com,live,,https://welc.ing/r/pkt-xdetmo,https://welc.ing/packets/pkt-xdetmo/resume-light.pdf,https://welc.ing/packets/pkt-xdetmo/resume.pdf,https://welc.ing/packets/pkt-xdetmo/cover-letter.txt,https://welc.ing/packets/pkt-xdetmo/cover-letter.pdf,https://welc.ing/packets/pkt-xdetmo/pitch.html,
Permutive,Senior Product Manager (Curation),"New York, NY",permutive-senior-product-manager-curation,curated-role,https://www.permutive.com/careers,live,,https://welc.ing/r/pkt-1lfrmr7,https://welc.ing/packets/pkt-1lfrmr7/resume-light.pdf,https://welc.ing/packets/pkt-1lfrmr7/resume.pdf,https://welc.ing/packets/pkt-1lfrmr7/cover-letter.txt,https://welc.ing/packets/pkt-1lfrmr7/cover-letter.pdf,https://welc.ing/packets/pkt-1lfrmr7/pitch.html,
Publicis Groupe,"Manager, AI Engineering","New York, NY",publicis-groupe-manager-ai-engineering,curated-role,,,,https://welc.ing/r/pkt-reolio,https://welc.ing/packets/pkt-reolio/resume-light.pdf,https://welc.ing/packets/pkt-reolio/resume.pdf,https://welc.ing/packets/pkt-reolio/cover-letter.txt,https://welc.ing/packets/pkt-reolio/cover-letter.pdf,https://welc.ing/packets/pkt-reolio/pitch.html,
Robinhood,"Senior Product Manager, Crypto Trading","New York, NY",robinhood-senior-product-manager-crypto-trading,curated-role,https://boards.greenhouse.io/robinhood,live,,https://welc.ing/r/pkt-d1mewo,https://welc.ing/packets/pkt-d1mewo/resume-light.pdf,https://welc.ing/packets/pkt-d1mewo/resume.pdf,https://welc.ing/packets/pkt-d1mewo/cover-letter.txt,https://welc.ing/packets/pkt-d1mewo/cover-letter.pdf,https://welc.ing/packets/pkt-d1mewo/pitch.html,
Rockstar Games,"Associate Principal Product Manager, Commerce","Manhattan, NY",rockstar-games-associate-principal-product-manager-commerce,curated-role,https://boards.greenhouse.io/rockstargames,live,,https://welc.ing/r/pkt-wuw9yc,https://welc.ing/packets/pkt-wuw9yc/resume-light.pdf,https://welc.ing/packets/pkt-wuw9yc/resume.pdf,https://welc.ing/packets/pkt-wuw9yc/cover-letter.txt,https://welc.ing/packets/pkt-wuw9yc/cover-letter.pdf,https://welc.ing/packets/pkt-wuw9yc/pitch.html,
Rockstar Games,"Associate Principal Product Manager, Platform","Manhattan, NY",rockstar-games-associate-principal-product-manager-platform,curated-role,https://boards.greenhouse.io/rockstargames,live,,https://welc.ing/r/pkt-10oe3qg,https://welc.ing/packets/pkt-10oe3qg/resume-light.pdf,https://welc.ing/packets/pkt-10oe3qg/resume.pdf,https://welc.ing/packets/pkt-10oe3qg/cover-letter.txt,https://welc.ing/packets/pkt-10oe3qg/cover-letter.pdf,https://welc.ing/packets/pkt-10oe3qg/pitch.html,
Rockstar Games,"Senior Manager, Product - Creator Platform","Manhattan, NY",rockstar-games-senior-manager-product-creator-platform,curated-role,https://boards.greenhouse.io/rockstargames,live,,https://welc.ing/r/pkt-1y5xobi,https://welc.ing/packets/pkt-1y5xobi/resume-light.pdf,https://welc.ing/packets/pkt-1y5xobi/resume.pdf,https://welc.ing/packets/pkt-1y5xobi/cover-letter.txt,https://welc.ing/packets/pkt-1y5xobi/cover-letter.pdf,https://welc.ing/packets/pkt-1y5xobi/pitch.html,
Roku,"Senior Product Manager, Recommendations","New York, NY",roku-senior-product-manager-recommendations,curated-role,https://boards.greenhouse.io/roku,live,,https://welc.ing/r/pkt-1k8m2fy,https://welc.ing/packets/pkt-1k8m2fy/resume-light.pdf,https://welc.ing/packets/pkt-1k8m2fy/resume.pdf,https://welc.ing/packets/pkt-1k8m2fy/cover-letter.txt,https://welc.ing/packets/pkt-1k8m2fy/cover-letter.pdf,https://welc.ing/packets/pkt-1k8m2fy/pitch.html,
RZR,Director of Product Management,"New York, NY",rzr-director-of-product-management,curated-role,https://boards.greenhouse.io/rzr,live,,https://welc.ing/r/pkt-1rwi0re,https://welc.ing/packets/pkt-1rwi0re/resume-light.pdf,https://welc.ing/packets/pkt-1rwi0re/resume.pdf,https://welc.ing/packets/pkt-1rwi0re/cover-letter.txt,https://welc.ing/packets/pkt-1rwi0re/cover-letter.pdf,https://welc.ing/packets/pkt-1rwi0re/pitch.html,
Scale AI,Staff Technical Product Manager,New York City Metropolitan Area,scale-ai-staff-technical-product-manager,curated-role,https://boards.greenhouse.io/scaleai,live,,https://welc.ing/r/pkt-14syp99,https://welc.ing/packets/pkt-14syp99/resume-light.pdf,https://welc.ing/packets/pkt-14syp99/resume.pdf,https://welc.ing/packets/pkt-14syp99/cover-letter.txt,https://welc.ing/packets/pkt-14syp99/cover-letter.pdf,https://welc.ing/packets/pkt-14syp99/pitch.html,
